"","age_category","author","availability","core","id","in_degree","is_cited","is_citing","lb","out_degree","place","publ_country","publ_language","title","type_category","year","topicality_final","topicality","bridging_final","community_max"
"MIL0191176","3.0","Preto, Paolo","85","True","13685","17","True","False","False","0","Milano","IT","ita","I servizi segreti di Venezia","3.0","1994.0","0.16915995397008055","0.9873417721518988","-0.6278768699654775","1"
"MIL0200799","3.0","Rando, Daniela","59","True","35763","18","True","True","True","99","Bologna","IT","ita","Una Chiesa di frontiera : le istituzioni ecclesiastiche veneziane nei secoli 6.-12","3.0","1994.0","0.3927083333333333","0.859375","-0.2602430555555556","2"
"MIL0203916","3.0","Pansolli, Lamberto","42","True","29269","23","True","False","True","0","Milano","IT","ita","La gerarchia delle fonti di diritto nella legislazione medievale veneziana","3.0","1970.0","0.07164634146341464","0.6341463414634146","-0.6981072154471545","2"
"MIL0209845","2.0","pubblicate a cura di Giovanni Monticolo","67","True","9722","33","True","False","False","0","Roma","IT","ita","Cronache veneziane antichissime","1.0","","0.015012914334911698","0.8465346534653465","-0.2403142488161859","2"
"MIL0214006","3.0","Seneca, Federico","36","True","30847","10","True","False","False","0","Padova","IT","ita","La politica veneziana dopo l'interdetto","3.0","1957.0","0.23076923076923073","1.0","-0.6263736263736264","1"
"MIL0216326","3.0","Davis, James Cushman","15","True","29472","16","True","True","True","30","Philadelphia","US","eng","A Venetian family and its fortune, 1500-1900 : the Dona and the conservation of their wealth","3.0","1975.0","0.35652173913043483","0.9565217391304348","-1.1791304347826086","1"
"MIL0303565","3.0","Pedani, Maria Pia","50","True","14959","11","True","True","True","95","Milano","IT","ita","Veneta auctoritate notarius : storia del notariato veneziano, 1514-1797","3.0","1996.0","0.3655172413793104","0.9655172413793104","-0.9517241379310344","1"
"MIL0327560","2.0","Du Cange, Charles","29","True","2484","10","True","False","False","0","Niort","FR","lat","Glossarium mediae et infimae latinitatis","2.0","1883.0","0.3375","0.9375","-0.2437499999999999","2"
"MIL0345413","2.0","Molmenti, Pompeo","25","True","4617","25","True","False","False","0","Torino","IT","ita","La storia di Venezia nella vita privata : dalle origini alla caduta della Repubblica","3.0","1880.0","0.4001865671641791","0.9375","-0.6105410447761195","0"
"MIL0346083","2.0","Cecchetti, Bartolomeo","16","True","30122","21","True","False","False","0","Venezia","IT","ita","La vita dei veneziani nel 1300. Le vesti","3.0","1886.0","0.17053663570691435","0.6617647058823529","-0.14009287925696579","2"
"MIL0396852","2.0","Ridolfi, Carlo","16","True","9672","36","True","False","False","0","Berlin","DE","ger","Le maraviglie dell'arte ovvero le vite degli illustri pittori veneti e dello stato","3.0","1914.0","0.20593017694882831","0.9902439024390244","-0.9890562729156704","0"
"MIL0405141","2.0","a cura di Roberto Cessi","25","True","8586","35","True","False","False","0","Padova","IT","ita","Documenti relativi alla storia di Venezia anteriori al mille","1.0","1942.0","0.1418333252626991","0.9345794392523364","-0.7060675027843689","2"
"MIL0440600","2.0","Lenel, Walter","8","True","35748","16","True","False","False","0","Stassburg","FR","ger","Die Entstehung der Vorherrschaft Venedigs an der Adria mit Beitragen zur Verfassungsgeschichte","3.0","1897.0","0.4444444444444444","1.0","-1.2713675213675213","2"
"MIL0512166","3.0","Bellavitis, Anna","32","True","30549","17","True","True","True","143","Roma","IT","fre","Identité, mariage, mobilité sociale : citoyennes et citoyens à Venise au 16. siècle","3.0","2001.0","0.3388746803069054","0.9565217391304348","-0.7039641943734015","1"
"MIL0527922","3.0","illustrative documents translated with introductions and notes by Robert S. Lopez and Irving W. Raymond","0","True","3866","12","True","False","False","0","New York","US","eng","Medieval trade in the mediterranen world","3.0","1955.0","-0.375","0.625","-0.20833333333333337","2"
"MIL0596245","3.0","Tommaso Temanza","2","True","36348","10","True","False","False","0","Milano","IT","ita","Vite dei piu celebri architetti e scultori veneziani che fiorirono nel secolo decimosesto","3.0","1966.0","0.0","1.0","-1.4","0"
"MILE014246","1.0","Gallicciolli, Giambattista","20","True","25022","93","True","False","False","0","In Venezia","IT","ita","Delle memorie venete antiche profane ed ecclesiastiche raccolte da Giambattista Gallicciolli. Libri tre. Tomo 1. [- 8.","1.0","1795.0","0.28373585091778947","0.7701375245579568","-0.4222941036243022","0"
"MOD0146922","3.0","Crouzet-Pavan, Élisabeth","12","True","28082","27","True","False","False","0","Roma","IT","fre","Sopra le acque salse : espaces, pouvoir et societe a Venise a la fin du Moyen Age","3.0","1992.0","-0.04419191919191923","0.5113636363636364","0.006453423120089674","1"
"MOD0330569","2.0","Bembo, Pier Luigi","12","True","27315","14","True","False","True","0","Venezia","IT","ita","Delle istituzioni di beneficenza nella città e provincia di Venezia : studii storico-economico-statistici","3.0","1859.0","0.06818181818181823","0.75","-0.5795454545454546","0"
"MOD0405679","2.0","Scamozzi, Vincenzo","2","True","9827","22","True","False","False","0","Milano","IT","ita","L'idea dell'architettura universale","3.0","","0.34782608695652173","1.0","-1.1456521739130434","0"
"MODE017504","2.0","Moschini, Giannantonio","20","True","34330","15","True","False","False","0","In Venezia","IT","ita","Della letteratura veneziana del secolo 18. fino a' nostri giorni opera di Giannantonio Moschini ... Tomo primo [-quarto","3.0","1808.0","-0.044117647058823484","0.7058823529411765","-0.6313025210084034","0"
"MODE028561","2.0","Soravia, Giovanni Battista","7","True","3261","18","True","False","False","0","Venezia","IT","ita","Le chiese di Venezia descritte ed illustrate da Giambattista Soravia. Vol. 1 .[-3","3.0","1822.0","0.4642857142857143","1.0","-1.6813186813186813","0"
"MUS0043932","1.0","Tomaso  Dabagnacavallo Garzoni","1","True","31636","17","True","False","False","0","Venetia","IT","ita","LA PIAZZA UNIVERSALE DI TUTTE LE PROFESSIONI DEL MONDO","1.0","1626.0","0.06153846153846154","0.6","0.3402930402930402","0"
"NAP0010509","2.0","Beloch, Karl Julius","61","True","17869","11","True","False","False","0","Berlin","DE","ger","Bevolkerungsgeschichte Italiens","3.0","","0.07518796992481203","0.7894736842105263","-0.5526315789473685","1"
"NAP0041433","2.0","Martini, Angelo","69","True","28876","30","True","False","False","0","Torino","IT","ita","Manuale di metrologia, ossia Misure, pesi e monete in uso attualmente e anticamente presso tutti i popoli","2.0","1883.0","-0.04486373165618451","0.5777777777777777","-0.23214535290006988","2"
"NAP0041903","3.0","Pallucchini, Rodolfo","22","True","18974","28","True","False","False","0","Milano","IT","ita","Tintoretto : le opere sacre e profane","3.0","1982.0","0.4196270586634","0.989247311827957","-1.1643527970600245","0"
"NAP0063585","2.0","Romanin, Samuele","42","True","36664","122","True","False","False","0","Venezia","IT","ita","Storia documentata di Venezia","3.0","","-0.041940204272957304","0.49121974371143806","-0.04017369187975195","2"
"NAP0070709","2.0","Venezia","37","True","538","23","True","False","False","0","Firenze","IT","ita","Le relazioni degli ambasciatori veneti al Senato","1.0","1839.0","0.4131443298969072","0.9381443298969072","-0.9560567010309278","1"
"NAP0077571","3.0","Cessi, Roberto","73","True","11871","27","True","False","False","0","Napoli","IT","ita","La Repubblica di Venezia e il problema adriatico","3.0","1953.0","-0.117382564536606","0.6546762589928058","-0.12343948370715185","2"
"NAP0085212","2.0","Dal Pane, Luigi","96","True","28265","14","True","False","False","0","Milano","IT","ita","Il tramonto delle corporazioni in Italia : secoli 18. e 19","3.0","1940.0","0.052631578947368474","1.0","-0.7316586921850079","1"
"NAP0087975","2.0","Pino, Paolo","24","True","27462","10","True","False","False","0","Venezia","IT","ita","Dialogo di pittura","3.0","1946.0","0.0625","1.0","-1.15625","0"
"NAP0090392","3.0","Tafuri, Manfredo","4","True","20451","25","True","False","False","0","Padova","IT","ita","Jacopo Sansovino e l'architettura del 500 a Venezia","3.0","1969.0","0.33942414174972313","0.9941860465116279","-0.8538205980066444","0"
"NAP0091533","3.0","Borsari, Silvano","27","True","24034","28","True","False","False","0","Napoli","IT","ita","Il dominio veneziano a Creta nel 13. secolo","3.0","1963.0","0.45650372825186414","0.9859154929577465","-0.984009942004971","2"
"NAP0092304","3.0","Luzzatto, Gino","50","True","11469","26","True","False","False","0","Padova","IT","ita","Studi di storia economica veneziana","3.0","1954.0","0.025000000000000022","0.7583333333333333","-0.38888888888888884","2"
"NAP0093738","3.0","Bassi, Elena","78","True","13109","52","True","True","True","113","Napoli","IT","ita","Architettura del Sei e Settecento a Venezia","3.0","1962.0","0.27621214580690956","0.9968387776606955","-0.8650276366217566","0"
"NAP0101517","2.0","Levi, Cesare Augusto","7","True","25007","41","True","False","False","0","Venezia","IT","ita","Le collezioni veneziane d'arte e d'antichita dal secolo 14. ai nostri giorni","3.0","1900.0","0.2798744209532591","0.9894179894179894","-0.7706755362357023","0"
"NAP0101931","3.0","Museo Correr","78","True","23471","11","True","False","False","0","Venezia","IT","ita","Il Museo Correr di Venezia : dipinti dal 14. al 16. secolo","2.0","1957.0","0.41346153846153844","0.875","-1.0849358974358974","0"
"NAP0102606","2.0","Baschet, Armand","23","True","30773","32","True","False","False","0","Paris","FR","fre","Les Archives de Venise : Histoire de la Chancellerie Secrete","3.0","1870.0","0.14735649251690042","0.6441717791411042","-0.15905982571997968","1"
"NAP0104538","2.0","Lane, Frederic Chapin","10","True","26918","31","True","False","False","0","Baltimore","US","eng","Venetian ships and shipbuilders of the renaissance","3.0","1934.0","0.17918719211822653","0.6964285714285714","-0.25025656814449915","1"
"NAP0106895","3.0","Richardson, Francis L","22","True","14290","10","True","False","False","0","Oxford","GB","eng","Andrea Schiavone","3.0","1980.0","0.33333333333333337","1.0","-1.6111111111111112","0"
"NAP0109520","3.0","Mariani Canova, Giordana","42","True","37616","15","True","False","False","0","Venezia","IT","ita","La miniatura veneta del Rinascimento : 1450-1500","3.0","1969.0","0.023076923076923106","0.6","-0.01692307692307682","0"
"NAP0109802","3.0","Ashtor, Eliyahu","15","True","33324","11","True","False","False","0","Princeton","US","eng","Levant trade in the later middle ages","3.0","1983.0","0.0117647058823529","0.6","-0.31176470588235294","2"
"NAP0110964","2.0","Cattaneo, Raffaele","19","True","21703","14","True","False","False","0","Venezia","IT","ita","L'architettura in Italia : dal secolo 6. al Mille circa","3.0","1888.0","0.2043650793650793","0.9821428571428571","-0.8591269841269842","0"
"NAP0122201","2.0","a cura di] Giulio Lorenzetti","45","True","35543","13","True","False","False","0","Venezia","IT","ita","Le feste e le maschere veneziane : col catalogo delle opere e degli oggetti esposti a Ca' Rezzonico dal 6 maggio al 31 ottobre 1937","2.0","1937.0","0.21499999999999997","0.84","-0.1691666666666667","0"
"NAP0122504","2.0","a cura di Rodolfo Pallucchini","20","True","30897","13","True","False","False","0","Venezia","IT","ita","Cinque secoli di pittura veneta : catalogo della mostra","2.0","1945.0","0.14214285714285713","0.9821428571428571","-0.9835714285714285","0"
"NAP0124685","2.0","Da Mosto, Andrea","48","True","5657","43","True","False","False","0","Roma","IT","ita","L'Archivio di Stato di Venezia : indice generale, storico, descrittivo ed analitico","2.0","","0.14630459710205357","0.7264150943396226","-0.578095138816498","1"
"NAP0128087","2.0","Berenson, Bernard","24","True","10493","16","True","False","False","0","Oxford","GB","eng","Italian pictures of the Renaissance : a list of the principal artists and their works with an index of places","3.0","1932.0","0.28205128205128205","1.0","-1.1465201465201464","0"
"NAP0132792","3.0","a cura di Giuseppe Stefani","52","True","4954","13","True","False","False","0","Trieste","IT","ita","L'assicurazione a Venezia dalle origini alla fine della Serenissima : documenti pubblicati in occasione del 125. annuale della compagnia","1.0","1956.0","0.0","0.7142857142857143","-0.0714285714285714","1"
"NAP0139878","2.0","Perret, Paul Michel","19","True","12899","10","True","False","False","0","Paris","FR","fre","Histoire des relations de la France avec Venise : du 13. siècle a l'avènement de Charles 8","3.0","","0.19642857142857145","0.625","-1.4464285714285716","1"
"NAP0141361","2.0","Braudel, Fernand","17","True","31332","15","True","False","False","0","Paris","FR","fre","La Mediterranee et le monde mediterraneen a l'epoque de Philippe 2","3.0","1949.0","0.0","0.84","-0.12","1"
"NAP0152734","3.0","","3","True","13112","17","True","False","False","0","Venezia","IT","ita","Studi veneti : offerti a Gaetano Cozzi","3.0","1992.0","-0.0535714285714286","0.75","-0.2773809523809524","1"
"NAP0161883","3.0","Gilbert, Felix","19","True","2750","17","True","False","True","0","Cambridge (Mass","US","eng","The Pope, his banker and Venice","3.0","1980.0","-0.13815789473684215","0.7368421052631579","-0.3651315789473685","1"
"NAP0165786","2.0","Venturi, Lionello","27","True","8985","10","True","False","False","0","Venezia","IT","ita","Le origini della pittura veneziana : 1300-1500","3.0","1907.0","0.5","1.0","-1.023809523809524","0"
"NAP0215303","3.0","herausgegeben von Hans Vollmer","10","True","28171","13","True","False","False","0","Leipzig","DE","ger","Allgemeines Lexikon der bildenden Kunstler des 20. Jahrhunderts","2.0","1999.0","0.2857142857142857","1.0","-1.1619047619047618","0"
"NAP0238698","2.0","Sanudo, Marino","5","True","32624","17","True","False","False","0","Venezia","IT","ita","I diarii","1.0","1889.0","0.21457489878542513","0.8461538461538461","-0.3222672064777329","0"
"NAP0414230","2.0","Molmenti, Pompeo","69","True","8063","12","True","False","False","0","Milano","IT","ita","Epistolari veneziani del secolo 18","1.0","1914.0","0.04761904761904767","0.7142857142857143","-0.8690476190476193","1"
"NAP0487001","3.0","Sandra Moschini Marconi","4","True","19984","43","True","False","False","0","Roma","IT","ita","Gallerie dell'Accademia di Venezia : opere d'arte dei secoli 14. e 15","3.0","1955.0","0.479020230144668","0.9985007496251874","-1.133907072437807","0"
"PA10025501","3.0","Giuseppe Maranini","1","True","14473","19","True","False","False","0","Firenze","IT","ita","1: La Costituzione  di Venezia : Dalle origini alla serrata del Maggior Consiglio","3.0","1974.0","-0.05567338282078477","0.45652173913043476","-0.26378579003181324","2"
"PAL0072351","3.0","Hochmann, Michel","34","True","28202","10","True","True","True","187","Rome","IT","fre","Peintres et commanditaires à Venise, 1540-1628","3.0","1992.0","0.1607142857142857","0.875","-0.8125","0"
"PAR1141079","3.0","Dante Olivieri","5","True","27801","12","True","False","False","0","Venezia","IT","ita","Toponomastica veneta","2.0","1961.0","0.1607142857142857","0.875","-0.3303571428571428","0"
"PBE0017635","3.0","","0","True","21550","29","True","False","False","0","Vicenza","IT","ita","Storia della cultura veneta","3.0","1976.0","-0.11231435643564358","0.3564356435643564","0.3556621287128714","1"
"PUV0001945","3.0","Lane, Frederic Chapin","36","True","25366","18","True","False","False","0","Baltimore [etc.","US","eng","Money and banking in medieval and Renaissance Venice","3.0","","0.2039355992844365","0.6923076923076923","-0.4009391771019678","2"
"PUV0030320","3.0","Petrocchi, Massimo","36","True","34764","17","True","False","False","0","Venezia","IT","ita","Il tramonto della Repubblica di Venezia e l'assolutismo illuminato","3.0","1950.0","0.6666666666666667","1.0","-1.1906593406593409","1"
"PUV0032905","2.0","Gradenigo, Pietro","28","True","18762","29","True","False","False","0","Venezia","IT","ita","Notizie d'arte tratte dai notatori e dagli annali del N. H. Pietro Gradenigo","1.0","1942.0","0.4900990099009901","0.9900990099009901","-0.9671467146714671","0"
"PUV0033133","3.0","Aikema, Bernard","43","True","12436","31","True","True","True","138","Venezia","IT","ita","Nel regno dei poveri : arte e storia dei grandi ospedali veneziani in eta moderna","3.0","1989.0","0.23879367172050092","0.8536585365853658","-0.6967699406723797","0"
"PUV0107797","2.0","Dandolo, Andrea","73","True","8795","11","True","False","False","0","Bologna","IT","lat","Rerum Italicarum scriptores : Raccolta degli storici italiani dal Cinquecento al Millecinquecento","2.0","1938.0","0.18894009216589858","0.9032258064516129","-0.684331797235023","2"
"PUV0168441","3.0","Martin, John Jeffries","16","True","3738","11","True","False","False","0","Berkeley \etc","US","eng","Venice's hidden enemies : Italian heretics in a Renaissance city","3.0","1993.0","0.11764705882352944","1.0","-1.0947712418300652","1"
"PUV0178832","3.0","Comune di Venezia, Assessorato alla cultura e belle arti","124","True","16219","17","True","True","True","242","Venezia","IT","ita","Venezia e la peste : 1348-1797","3.0","1979.0","-0.06879606879606881","0.5675675675675675","0.23556511056511065","2"
"PUV0182680","3.0","Ginsborg, Paul","93","True","21408","18","True","False","False","0","Milano","IT","ita","Daniele Manin e la rivoluzione veneziana del 1848-49","3.0","1978.0","-0.032467532467532534","0.7857142857142857","-0.5321428571428571","3"
"PUV0184411","3.0","Rapp, Richard Tilden","18","True","24389","29","True","True","True","49","Cambridge, Mass","US","eng","Industry and economic decline in seventeenth-century Venice","3.0","1976.0","0.25","0.95","-0.4965384615384615","1"
"PUV0207085","3.0","Lombardini, Gabriele","31","True","11718","10","True","False","False","0","Venezia","IT","ita","Pane e denaro a Bassano : prezzi del grano e politica dell'approvvigionamento dei cereali tra il 1501 e il 1799","3.0","1963.0","0.625","1.0","-1.6339285714285714","1"
"PUV0208370","3.0","Stella, Aldo","59","True","3854","29","True","False","False","0","Citta del Vaticano","VA","ita","Chiesa e stato nelle relazioni dei nunzi pontifici a Venezia : ricerche sul giurisdizionalismo veneziano dal 16. al 18. secolo","3.0","1964.0","0.04833512352309344","0.9693877551020408","-0.61609380594343","1"
"PUV0214622","3.0","Beltrami, Daniele","55","True","29865","32","True","False","False","0","Venezia","IT","ita","Forze di lavoro e proprieta fondiaria nelle campagne venete dei secoli 17. e 18. : la penetrazione economica dei veneziani in terraferma","3.0","1961.0","0.48009630818619586","0.9857142857142858","-1.1176966292134831","1"
"PUV0218464","2.0","Marchesan, Angelo","31","True","12847","17","True","False","False","0","Treviso","IT","ita","Treviso medievale : istituzioni, usi, costumi, aneddoti, curiosita","3.0","1923.0","0.3454545454545455","0.8","-0.4696969696969696","2"
"PUV0228802","3.0","Aymard, Maurice","37","True","8992","28","True","True","True","16","Paris","FR","fre","Venise, Raguse et le commerce du blé pendant la seconde moitié du 16. siècle","3.0","1966.0","0.4525669642857143","0.98828125","-1.1569010416666667","1"
"PUV0267011","2.0","Battistella, Antonio","80","True","25191","22","True","False","False","0","Venezia","IT","ita","La repubblica di Venezia ne suoi undici secoli di storia","3.0","1921.0","-0.11943793911007017","0.7377049180327869","0.31711730892058754","2"
"PUV0267015","2.0","Ferro, Marco","28","True","2079","60","True","False","False","0","Venezia","IT","ita","Dizionario del diritto comune e veneto","2.0","","0.33370509633972767","0.9276018099547512","-0.6882846854884965","1"
"PUV0276136","2.0","Cecchetti, Bartolomeo","29","True","27532","40","True","False","False","0","Venezia","IT","ita","La Republica di Venezia e la corte di Roma nei rapporti della religione","3.0","","0.1362172112287161","0.8679245283018868","-0.5412448228255867","1"
"PUV0285690","3.0","Lilie, Ralph Johannes","7","True","4365","12","True","False","False","0","Amsterdam","NL","ger","Handel und Politik zwischen dem byzantinischen Reich und den italienischen Kommunen Venedig, Pisa und Genua in der Epoche der Komnenen und der Angeloi (1081-1204","3.0","1984.0","0.375","1.0","-1.28125","2"
"PUV0290264","2.0","","20","True","2313","17","True","False","False","0","Padova","IT","ita","I prestiti della Repubblica di Venezia : sec. 13.-15","1.0","1929.0","0.01689976689976691","0.8653846153846154","-0.6037296037296037","2"
"PUV0318191","2.0","Biblioteca nazionale Marciana","31","True","2326","12","True","False","False","0","Venetiis","IT","ita","Bibliotheca manuscripta ad S. Marci venetiarum","2.0","","0.03676470588235292","0.625","0.3069852941176471","2"
"PUV0321764","3.0","Mallett, Michael","20","True","18158","25","True","True","True","78","Cambridge","GB","eng","The military organization of a renaissance state : Venice c. 1400 to 1617","3.0","1984.0","0.22977763454721234","0.8504672897196262","-0.7918949403802771","1"
"PUV0325549","2.0","Medin, Antonio","43","True","9227","27","True","False","False","0","Milano","IT","ita","La storia della Repubblica di Venezia nella poesia","3.0","1904.0","-0.29737335834896805","0.5487804878048781","0.4368355222013758","1"
"PUV0330123","2.0","Dolcetti, Giovanni","49","True","16103","14","True","False","False","0","Venezia","IT","ita","Le bische e il giuoco d'azzardo a Venezia : 1172-1807","3.0","1903.0","-0.10049627791563276","0.5769230769230769","0.2661290322580645","0"
"PUV0331151","3.0","a cura di Antonino Lombardo e Raimondo Morozzo della Rocca","32","True","9220","15","True","False","False","0","Venezia","IT","lat","Nuovi documenti del commercio veneto dei sec. 11.-13","1.0","1953.0","0.07692307692307687","1.0","-0.6398601398601398","2"
"PUV0337068","3.0","Mueller, Reinhold C","24","True","17138","19","True","True","True","146","Baltimore [etc.","US","eng","Money and banking in medieval and Renaissance Venice","3.0","1997.0","-0.16627634660421553","0.5714285714285714","0.09401137504182011","2"
"PUV0344807","3.0","Rösch, Gerhard","78","True","33000","10","True","True","True","153","Roma","IT","ita","Venezia e l'Impero : 962-1250","3.0","1985.0","0.25","1.0","-1.5","2"
"PUV0345386","3.0","Sella, Domenico","37","True","15521","44","True","False","False","0","Venezia","IT","ita","Commerci e industrie a Venezia nel secolo 17","3.0","1961.0","0.47398091519032176","0.9598108747044918","-0.6853016337898756","1"
"PUV0395256","2.0","Maranini, Giuseppe","55","True","30761","37","True","False","False","0","Venezia","IT","ita","La Costituzione di Venezia dopo la serrata del Maggior Consiglio","3.0","1931.0","0.4066604127579737","0.9615384615384616","-0.9201183431952662","1"
"PUV0403338","2.0","hrsg. von Wilhelm Bode, Georg Gronau, Detlev Frhr. v. Hadeln","5","True","21573","13","True","False","False","0","Berlin","DE","ger","Archivalische Beitrage zur Geschichte der venezianischen Kunst aus dem Nachlass Gustav Ludwigs","3.0","1911.0","0.6","1.0","-1.4333333333333333","0"
"PUV0415104","2.0","Piva, Vittorio","14","True","36632","18","True","False","False","0","S.l","IT","ita","Il patriarcato di Venezia e le sue origini. Libro 1","3.0","1938.0","-0.029166666666666674","0.4375","-0.1395833333333334","0"
"PUV0415178","3.0","Piva, Vittorio","18","True","12297","15","True","False","False","0","Venezia","IT","ita","Il patriarcato di Venezia e le sue origini. Libro 2","3.0","1960.0","0.26797385620915026","0.8235294117647058","-1.2058823529411764","0"
"PUV0452950","3.0","Mackenney, Richard","8","True","12953","26","True","True","True","179","London","GB","eng","Tradesmen and traders : the world of the guilds in Venice and Europe","3.0","1987.0","-0.013008130081300862","0.8536585365853658","-0.2590011614401858","1"
"PUV0481035","2.0","Kretschmayr, Heinrich","21","True","26327","50","True","False","False","0","Gotha","DE","ger","Geschichte von Venedig","3.0","","0.17120480304808816","0.7452229299363057","-0.2863355591048167","2"
"PUV0494299","2.0","Heynen, Reinhard","6","True","17134","10","True","False","False","0","Stuttgart","DE","ger","Zur Entstehung des Kapitalismus in Venedig","3.0","1905.0","0.33333333333333337","1.0","-1.4444444444444444","2"
"PUV0508478","2.0","Venezia","43","True","34338","30","True","False","False","0","Bologna","IT","ita","Deliberazioni del Maggior Consiglio di Venezia","1.0","1931.0","0.4628378378378379","0.9583333333333334","-0.9328931203931204","2"
"PUV0512165","2.0","Luzzatti, Luigi","1","True","4317","40","True","False","False","0","Venezia","IT","ita","R. commissione per la pubblicazione dei documenti finanziari della Repubblica di Venezia a. 2. : bilanci generali","1.0","1912.0","0.5213517665130568","0.8761904761904762","-0.5944700460829493","1"
"PUV0514791","3.0","a cura di Terisio Pignatti","52","True","21869","13","True","False","False","0","Venezia","IT","ita","Disegni veneti del Settecento nel Museo Correr di Venezia : catalogo della mostra","2.0","1964.0","0.09677419354838712","1.0","-0.419941348973607","0"
"PUV0526437","2.0","Enrico Besta","17","True","26528","12","True","False","False","0","Venezia","IT","ita","Il senato veneziano : origine, costituzione, attribuzioni e riti","3.0","1899.0","0.6212121212121213","0.9545454545454546","-1.0707070707070707","1"
"PUV0552508","3.0","Musatti, Eugenio","10","True","14572","11","True","False","False","0","Venezia","IT","ita","Storia di Venezia","3.0","1973.0","-0.6375","0.3","1.28125","0"
"PUV0554853","3.0","edited by John Martin and Dennis Romano","21","True","18086","21","True","False","False","0","Baltimore  etc","US","eng","Venice reconsidered : the history and civilization of an Italian city-state, 1297-1797","3.0","2000.0","0.10054242541650527","0.8764044943820225","-0.5963773731111971","1"
"PUV0612151","2.0","Smith, Logan Pearsall","2","True","18791","18","True","False","False","0","Oxford","GB","eng","The life and letters of sir Henry Wotton","3.0","1907.0","0.0984848484848484","0.9166666666666666","-0.4575757575757576","1"
"PUV0734679","2.0","Cicogna, Emmanuele Antonio","23","True","33721","139","True","False","False","0","Venezia","IT","ita","Delle inscrizioni veneziane","2.0","1824.0","0.15841344363237841","0.7154769846564376","-0.3446275514130539","0"
"PUV0774506","2.0","Della Valentina, Sante","4","True","30506","11","True","False","False","0","Venezia","IT","ita","Degli edifizi consacrati al culto divino in Venezia o distrutti o mutati d'uso nella prima metà del secolo 19. : note storiche","3.0","1852.0","0.16666666666666663","1.0","-0.75","0"
"PUV0803288","3.0","Queller, Donald E","7","True","4254","10","True","False","False","0","Philadelphia","US","eng","The Fourth Crusade : the conquest of Constantinople, 1201-1204","3.0","1977.0","0.045454545454545414","1.0","-0.49188311688311687","2"
"PUV0857032","3.0","Tramontin, Silvio","9","True","31102","12","True","False","False","0","Venezia","IT","ita","S. Maria Mater Domini : storia e arte","3.0","1962.0","0.4117647058823529","1.0","-0.9477124183006536","0"
"PUV0888312","2.0","compilatore F. De Boni","14","True","20103","13","True","False","False","0","Venezia","IT","ita","Biografia degli artisti : volume unico","2.0","1840.0","0.4444444444444444","1.0","-1.6666666666666667","0"
"PUV0891152","2.0","Gloria, Andrea","10","True","26622","11","True","False","False","0","Padova","IT","ita","Il territorio padovano illustrato","3.0","","0.4545454545454546","0.9545454545454546","-0.09999999999999998","0"
"PUV0913148","2.0","Boerio, Giuseppe","35","True","1360","67","True","False","False","0","Venezia","IT","ita","Dizionario del dialetto veneziano","2.0","1856.0","-0.11979524013722131","0.5145797598627787","0.25497025085763303","1"
"PUV0952312","3.0","Cracco, Giorgio","1","True","30058","10","True","False","False","0","Vicenza","IT","ita","Cultura veneta e sua genesi storica","3.0","1985.0","-0.28409090909090906","0.625","-0.4119318181818181","1"
"PUV1069933","3.0","Raines, Dorit","45","True","20331","16","True","False","False","0","Venezia","IT","fre","Memorie. Classe di scienze morali, lettere ed arti","3.0","2006.0","0.3843979649519502","0.9016393442622951","-0.8784624081401922","1"
"PUV1136637","3.0","Baldo, Vittorio","7","True","24155","10","True","True","True","41","Como","IT","ita","Alunni, maestri e scuole in Venezia alla fine del 16. secolo","3.0","1977.0","0.29885057471264376","0.9655172413793104","-1.2241379310344827","1"
"PUV1184106","3.0","Loenertz, Raymond Joseph","4","True","12357","11","True","False","False","0","Firenze","FR","fre","Les Ghisi, dynastes vénitiens dans l'archipel, 1207-1390","3.0","1975.0","0.24025974025974028","0.9545454545454546","-0.6558441558441559","2"
"PUVE000194","1.0","Sansovino, Francesco","22","True","17959","60","True","False","False","0","In Venetia","IT","ita","Venetia città nobilissima, et singolare, descritta in 14. libri da m. Francesco Sansouino. Nella quale si contengono tutte le guerre passate ... Con aggiunta di tutte le cose notabili della stessa città, fatte, & occorse dall'anno 1580 sino al presente 1663. Da d. Giustiniano Martinioni ... Doue vi sono poste quelle del Stringa; seruato però l'ordine del med. Sansouino ..","1.0","1663.0","0.3851152003001518","0.9348534201954397","-0.9271392920283552","0"
"PUVE003796","1.0","Venezia","23","True","17236","10","True","False","False","0","Venetiis","IT","lat","Novissimum statutorum ac Venetarum legum volumen, duabus in partibus divisum","1.0","1729.0","0.16666666666666663","0.6666666666666666","-0.5000000000000001","2"
"PUVE005994","1.0","Zanetti, Girolamo Francesco","8","True","30661","15","True","False","False","0","Venezia","IT","ita","Dell'origine di alcune arti principali appresso i viniziani libri due[Girolamo Zanetti","3.0","1758.0","0.47357584076870285","0.9574468085106383","-0.6410432395332876","0"
"PUVE009028","1.0","Tentori, Cristoforo","17","True","28178","18","True","False","False","0","In Venezia","IT","ita","Della legislazione veneziana sulla preservazione della laguna dissertazione storico-filosofico-critica del sig. abate Cristoforo Tentori","3.0","1792.0","0.47916666666666663","0.9166666666666666","-0.5520833333333333","0"
