"","age_category","author","availability","core","id","in_degree","is_cited","is_citing","lb","out_degree","place","publ_country","publ_language","title","type_category","year","topicality_final","topicality","bridging_final","community_max"
"MIL0000612","3.0","Concina, Ennio","37","True","18907","11","True","False","False","0","Milano","IT","ita","L'Arsenale della Repubblica di Venezia : tecniche e istituzioni dal medioevo all'eta moderna","3.0","1984.0","-0.09051724137931039","0.875","0.025143678160919558","architecture"
"MIL0021176","3.0","Venezia","43","True","13408","12","True","False","False","0","Venezia","IT","ita","Le deliberazioni del Consiglio dei 40 della Repubblica di Venezia","1.0","","0.16666666666666663","1.0","0.125","history"
"MIL0047683","3.0","Muir, Edward","28","True","5004","66","True","True","True","211","Princeton","US","eng","Civic ritual in renaissance Venice","3.0","1981.0","0.2075373754152824","0.8637873754152824","-0.16860465116279066","history"
"MIL0063781","3.0","Semi, Franca","48","True","22903","24","True","True","True","61","Venezia","IT","ita","Carità e assistenza a Venezia","3.0","1983.0","-0.4039504519584868","0.5339805825242718","0.39497823903582185","history"
"MIL0088234","3.0","Grendler, Paul F","243","True","10303","14","True","True","True","146","Roma","IT","ita","L'inquisizione romana e l'editoria a Venezia : 1540-1605","3.0","1983.0","0.18214285714285705","0.9821428571428571","-0.5589285714285714","history"
"MIL0102104","3.0","Davis, Robert C","14","True","28927","15","True","False","True","0","Baltimore","US","eng","Shipbuilders of the Venetian arsenal : workers and workplace in the preindustrial city","3.0","1991.0","0.17647058823529416","1.0","-0.8137254901960784","history"
"MIL0109755","3.0","Burke, Peter","27","True","23436","10","True","False","False","0","Cambridge \etc","GB","eng","The historical anthropology of early modern Italy : essays on perception and communication","3.0","1987.0","0.125","1.0","-0.375","history"
"MIL0118331","3.0","Molmenti, Pompeo","59","True","6447","26","True","False","False","0","Trieste","IT","ita","La storia di Venezia nella vita privata : dalle origini alla caduta della Repubblica","3.0","1973.0","0.3864575192586803","0.9053254437869822","-0.42997097242380256","history"
"MIL0125039","3.0","Rösch, Gerhard","10","True","23856","26","True","True","True","154","Sigmaringen","DE","ger","Der venezianische Adel bis zur Schliessung des Grossen Rats : zur Genese einer Fuhrungsschicht","3.0","1989.0","0.1287726358148894","0.9859154929577465","-0.39057421451787644","history"
"MIL0144829","3.0","Foscari, Antonio","110","True","1113","26","True","False","False","0","Torino","IT","ita","L'armonia e i conflitti : la chiesa di San Francesco della Vigna nella Venezia del 500","3.0","1983.0","0.027201205222631364","0.7844827586206896","-0.007867425510545645","architecture"
"MIL0147957","3.0","Kuehn, Thomas","15","True","18904","10","True","False","False","0","Chicago","US","eng","Law, family & women : toward a legal anthropology of renaissance Italy","3.0","1991.0","0.5","1.0","-0.2916666666666667","history"
"MIL0159467","3.0","Morosini, Domenico","37","True","6340","15","True","False","False","0","Milano","IT","ita","De bene instituta re publica","1.0","1969.0","0.3894736842105263","0.7894736842105263","-0.3526315789473685","history"
"MIL0169536","3.0","Zannini, Andrea","54","True","33136","43","True","False","False","0","Venezia","IT","ita","Memorie. Classe di scienze morali, lettere ed arti","3.0","1993.0","0.1597222222222222","0.9375","-0.32902614858260026","history"
"MIL0189047","3.0","Braudel, Fernand","19","True","37405","17","True","False","False","0","Paris","FR","fre","La Méditerranée et le monde méditerranéen a l'époque de Philippe 2","3.0","1966.0","0.6153846153846154","1.0","-1.0769230769230769","history"
"MIL0191176","3.0","Preto, Paolo","85","True","13685","17","True","False","False","0","Milano","IT","ita","I servizi segreti di Venezia","3.0","1994.0","0.04770889487870622","0.9905660377358491","-0.4799191374663073","history"
"MIL0200799","3.0","Rando, Daniela","59","True","35763","18","True","True","True","99","Bologna","IT","ita","Una Chiesa di frontiera : le istituzioni ecclesiastiche veneziane nei secoli 6.-12","3.0","1994.0","0.3406432748538012","0.9722222222222222","-0.2741228070175439","history"
"MIL0203916","3.0","Pansolli, Lamberto","42","True","29269","23","True","False","True","0","Milano","IT","ita","La gerarchia delle fonti di diritto nella legislazione medievale veneziana","3.0","1970.0","0.4","1.0","-0.810952380952381","history"
"MIL0209845","2.0","pubblicate a cura di Giovanni Monticolo","67","True","9722","33","True","False","False","0","Roma","IT","ita","Cronache veneziane antichissime","1.0","","0.43402693960314787","0.9405204460966543","-0.1973760440303191","history"
"MIL0214006","3.0","Seneca, Federico","36","True","30847","10","True","False","False","0","Padova","IT","ita","La politica veneziana dopo l'interdetto","3.0","1957.0","0.23076923076923073","1.0","-0.7802197802197803","history"
"MIL0216326","3.0","Davis, James Cushman","15","True","29472","16","True","True","True","30","Philadelphia","US","eng","A Venetian family and its fortune, 1500-1900 : the Dona and the conservation of their wealth","3.0","1975.0","0.34375","1.0","-0.5949519230769231","history"
"MIL0303565","3.0","Pedani, Maria Pia","50","True","14959","11","True","True","True","95","Milano","IT","ita","Veneta auctoritate notarius : storia del notariato veneziano, 1514-1797","3.0","1996.0","0.13963963963963966","0.972972972972973","-0.6456456456456456","history"
"MIL0327560","2.0","Du Cange, Charles","29","True","2484","10","True","False","False","0","Niort","FR","lat","Glossarium mediae et infimae latinitatis","2.0","1883.0","-0.12121212121212122","0.8333333333333334","0.09090909090909094","history"
"MIL0345413","2.0","Molmenti, Pompeo","25","True","4617","25","True","False","False","0","Torino","IT","ita","La storia di Venezia nella vita privata : dalle origini alla caduta della Repubblica","3.0","1880.0","0.048986486486486513","0.4864864864864865","0.29518581081081074","architecture"
"MIL0346083","2.0","Cecchetti, Bartolomeo","16","True","30122","21","True","False","False","0","Venezia","IT","ita","La vita dei veneziani nel 1300. Le vesti","3.0","1886.0","-0.255","0.625","0.465","arts"
"MIL0396852","2.0","Ridolfi, Carlo","16","True","9672","36","True","False","False","0","Berlin","DE","ger","Le maraviglie dell'arte ovvero le vite degli illustri pittori veneti e dello stato","3.0","1914.0","-0.13109110169491522","0.546875","0.1106550141242938","arts"
"MIL0405141","2.0","a cura di Roberto Cessi","25","True","8586","35","True","False","False","0","Padova","IT","ita","Documenti relativi alla storia di Venezia anteriori al mille","1.0","1942.0","0.08451305833536737","0.9558823529411765","-0.2878447644618013","history"
"MIL0440600","2.0","Lenel, Walter","8","True","35748","16","True","False","False","0","Stassburg","FR","ger","Die Entstehung der Vorherrschaft Venedigs an der Adria mit Beitragen zur Verfassungsgeschichte","3.0","1897.0","0.18181818181818177","1.0","-0.4321678321678321","history"
"MIL0512166","3.0","Bellavitis, Anna","32","True","30549","17","True","True","True","143","Roma","IT","fre","Identité, mariage, mobilité sociale : citoyennes et citoyens à Venise au 16. siècle","3.0","2001.0","0.23404255319148937","1.0","-0.27682955342529814","history"
"MIL0527922","3.0","illustrative documents translated with introductions and notes by Robert S. Lopez and Irving W. Raymond","0","True","3866","12","True","False","False","0","New York","US","eng","Medieval trade in the mediterranen world","3.0","1955.0","0.0625","1.0","-0.625","history"
"MIL0596245","3.0","Tommaso Temanza","2","True","36348","10","True","False","False","0","Milano","IT","ita","Vite dei piu celebri architetti e scultori veneziani che fiorirono nel secolo decimosesto","3.0","1966.0","0.0","0.7692307692307693","-0.15384615384615397","architecture"
"MILE014246","1.0","Gallicciolli, Giambattista","20","True","25022","93","True","False","False","0","In Venezia","IT","ita","Delle memorie venete antiche profane ed ecclesiastiche raccolte da Giambattista Gallicciolli. Libri tre. Tomo 1. [- 8.","1.0","1795.0","-0.21898957913781436","0.5770584095707249","0.21779269223568054","history"
"MOD0146922","3.0","Crouzet-Pavan, Élisabeth","12","True","28082","27","True","False","False","0","Roma","IT","fre","Sopra le acque salse : espaces, pouvoir et societe a Venise a la fin du Moyen Age","3.0","1992.0","-0.15275504637206772","0.7446808510638298","0.008637934169849093","history"
"MOD0330569","2.0","Bembo, Pier Luigi","12","True","27315","14","True","False","True","0","Venezia","IT","ita","Delle istituzioni di beneficenza nella città e provincia di Venezia : studii storico-economico-statistici","3.0","1859.0","0.08214285714285707","0.9821428571428571","-0.38749999999999996","history"
"MOD0405679","2.0","Scamozzi, Vincenzo","2","True","9827","22","True","False","False","0","Milano","IT","ita","L'idea dell'architettura universale","3.0","","-0.07965686274509809","0.8125","0.1096813725490196","architecture"
"MODE017504","2.0","Moschini, Giannantonio","20","True","34330","15","True","False","False","0","In Venezia","IT","ita","Della letteratura veneziana del secolo 18. fino a' nostri giorni opera di Giannantonio Moschini ... Tomo primo [-quarto","3.0","1808.0","-0.12857142857142856","0.5714285714285714","-0.24523809523809526","arts"
"MODE028561","2.0","Soravia, Giovanni Battista","7","True","3261","18","True","False","False","0","Venezia","IT","ita","Le chiese di Venezia descritte ed illustrate da Giambattista Soravia. Vol. 1 .[-3","3.0","1822.0","0.08352534562211977","0.8870967741935484","0.13248847926267282","architecture"
"MUS0043932","1.0","Tomaso  Dabagnacavallo Garzoni","1","True","31636","17","True","False","False","0","Venetia","IT","ita","LA PIAZZA UNIVERSALE DI TUTTE LE PROFESSIONI DEL MONDO","1.0","1626.0","-0.3112781954887218","0.631578947368421","0.10726817042606518","history"
"NAP0010509","2.0","Beloch, Karl Julius","61","True","17869","11","True","False","False","0","Berlin","DE","ger","Bevolkerungsgeschichte Italiens","3.0","","0.09797297297297303","0.972972972972973","0.034909909909909914","history"
"NAP0041433","2.0","Martini, Angelo","69","True","28876","30","True","False","False","0","Torino","IT","ita","Manuale di metrologia, ossia Misure, pesi e monete in uso attualmente e anticamente presso tutti i popoli","2.0","1883.0","0.16050744622173196","0.9768339768339769","-0.41689648832505977","history"
"NAP0041903","3.0","Pallucchini, Rodolfo","22","True","18974","28","True","False","False","0","Milano","IT","ita","Tintoretto : le opere sacre e profane","3.0","1982.0","-0.46371449033182144","0.3813559322033898","0.6721174504655049","architecture"
"NAP0063585","2.0","Romanin, Samuele","42","True","36664","122","True","False","False","0","Venezia","IT","ita","Storia documentata di Venezia","3.0","","0.15565673226538224","0.9654059040590406","-0.34526195681975747","history"
"NAP0070709","2.0","Venezia","37","True","538","23","True","False","False","0","Firenze","IT","ita","Le relazioni degli ambasciatori veneti al Senato","1.0","1839.0","0.08333333333333337","1.0","-0.6008986928104575","history"
"NAP0077571","3.0","Cessi, Roberto","73","True","11871","27","True","False","False","0","Napoli","IT","ita","La Repubblica di Venezia e il problema adriatico","3.0","1953.0","0.14638989169675087","0.9963898916967509","-0.5414259927797834","history"
"NAP0085212","2.0","Dal Pane, Luigi","96","True","28265","14","True","False","False","0","Milano","IT","ita","Il tramonto delle corporazioni in Italia : secoli 18. e 19","3.0","1940.0","0.0625","1.0","0.053977272727272735","history"
"NAP0087975","2.0","Pino, Paolo","24","True","27462","10","True","False","False","0","Venezia","IT","ita","Dialogo di pittura","3.0","1946.0","-0.5","0.5","0.1071428571428571","architecture"
"NAP0090392","3.0","Tafuri, Manfredo","4","True","20451","25","True","False","False","0","Padova","IT","ita","Jacopo Sansovino e l'architettura del 500 a Venezia","3.0","1969.0","0.2919719655941382","0.9315068493150684","-0.48239885313794195","architecture"
"NAP0091533","3.0","Borsari, Silvano","27","True","24034","28","True","False","False","0","Napoli","IT","ita","Il dominio veneziano a Creta nel 13. secolo","3.0","1963.0","0.40677727784026996","0.9960629921259843","-0.6014131046119235","history"
"NAP0092304","3.0","Luzzatto, Gino","50","True","11469","26","True","False","False","0","Padova","IT","ita","Studi di storia economica veneziana","3.0","1954.0","0.31527728403839317","0.9956896551724138","-0.5183967294703163","history"
"NAP0093738","3.0","Bassi, Elena","78","True","13109","52","True","True","True","113","Napoli","IT","ita","Architettura del Sei e Settecento a Venezia","3.0","1962.0","-0.144728637284814","0.8040665434380776","0.13592772197848696","architecture"
"NAP0101517","2.0","Levi, Cesare Augusto","7","True","25007","41","True","False","False","0","Venezia","IT","ita","Le collezioni veneziane d'arte e d'antichita dal secolo 14. ai nostri giorni","3.0","1900.0","-0.0341295865847584","0.7981072555205048","0.09541549061929278","arts"
"NAP0101931","3.0","Museo Correr","78","True","23471","11","True","False","False","0","Venezia","IT","ita","Il Museo Correr di Venezia : dipinti dal 14. al 16. secolo","2.0","1957.0","-0.4655172413793104","0.5","0.2887931034482759","history"
"NAP0102606","2.0","Baschet, Armand","23","True","30773","32","True","False","False","0","Paris","FR","fre","Les Archives de Venise : Histoire de la Chancellerie Secrete","3.0","1870.0","0.12762135809092823","0.9619771863117871","-0.3937810539084187","history"
"NAP0104538","2.0","Lane, Frederic Chapin","10","True","26918","31","True","False","False","0","Baltimore","US","eng","Venetian ships and shipbuilders of the renaissance","3.0","1934.0","0.2715831569042578","0.9871794871794872","-0.5303261977573904","history"
"NAP0106895","3.0","Richardson, Francis L","22","True","14290","10","True","False","False","0","Oxford","GB","eng","Andrea Schiavone","3.0","1980.0","0.12121212121212122","0.9545454545454546","-0.34848484848484845","arts"
"NAP0109520","3.0","Mariani Canova, Giordana","42","True","37616","15","True","False","False","0","Venezia","IT","ita","La miniatura veneta del Rinascimento : 1450-1500","3.0","1969.0","-0.25","0.625","0.40625","arts"
"NAP0109802","3.0","Ashtor, Eliyahu","15","True","33324","11","True","False","False","0","Princeton","US","eng","Levant trade in the later middle ages","3.0","1983.0","0.5","1.0","-0.663888888888889","history"
"NAP0110964","2.0","Cattaneo, Raffaele","19","True","21703","14","True","False","False","0","Venezia","IT","ita","L'architettura in Italia : dal secolo 6. al Mille circa","3.0","1888.0","0.0","0.9230769230769231","-0.16666666666666663","architecture"
"NAP0122201","2.0","a cura di] Giulio Lorenzetti","45","True","35543","13","True","False","False","0","Venezia","IT","ita","Le feste e le maschere veneziane : col catalogo delle opere e degli oggetti esposti a Ca' Rezzonico dal 6 maggio al 31 ottobre 1937","2.0","1937.0","-0.07258064516129037","0.6774193548387096","-0.06336405529953915","history"
"NAP0122504","2.0","a cura di Rodolfo Pallucchini","20","True","30897","13","True","False","False","0","Venezia","IT","ita","Cinque secoli di pittura veneta : catalogo della mostra","2.0","1945.0","0.125","0.875","0.022321428571428603","arts"
"NAP0124685","2.0","Da Mosto, Andrea","48","True","5657","43","True","False","False","0","Roma","IT","ita","L'Archivio di Stato di Venezia : indice generale, storico, descrittivo ed analitico","2.0","","-0.029219635595119864","0.8689839572192514","0.0663165647314996","history"
"NAP0128087","2.0","Berenson, Bernard","24","True","10493","16","True","False","False","0","Oxford","GB","eng","Italian pictures of the Renaissance : a list of the principal artists and their works with an index of places","3.0","1932.0","-0.006441223832528098","0.9565217391304348","-0.006977992485238893","arts"
"NAP0132792","3.0","a cura di Giuseppe Stefani","52","True","4954","13","True","False","False","0","Trieste","IT","ita","L'assicurazione a Venezia dalle origini alla fine della Serenissima : documenti pubblicati in occasione del 125. annuale della compagnia","1.0","1956.0","0.375","1.0","-1.1076388888888888","history"
"NAP0139878","2.0","Perret, Paul Michel","19","True","12899","10","True","False","False","0","Paris","FR","fre","Histoire des relations de la France avec Venise : du 13. siècle a l'avènement de Charles 8","3.0","","0.5","1.0","-0.6904761904761905","history"
"NAP0141361","2.0","Braudel, Fernand","17","True","31332","15","True","False","False","0","Paris","FR","fre","La Mediterranee et le monde mediterraneen a l'epoque de Philippe 2","3.0","1949.0","0.31818181818181823","1.0","-0.6984848484848485","history"
"NAP0152734","3.0","","3","True","13112","17","True","False","False","0","Venezia","IT","ita","Studi veneti : offerti a Gaetano Cozzi","3.0","1992.0","0.4878048780487805","1.0","-0.9333333333333333","history"
"NAP0161883","3.0","Gilbert, Felix","19","True","2750","17","True","False","True","0","Cambridge (Mass","US","eng","The Pope, his banker and Venice","3.0","1980.0","0.24444444444444446","0.8","-0.25555555555555554","history"
"NAP0165786","2.0","Venturi, Lionello","27","True","8985","10","True","False","False","0","Venezia","IT","ita","Le origini della pittura veneziana : 1300-1500","3.0","1907.0","0.0","0.9375","0.0","arts"
"NAP0215303","3.0","herausgegeben von Hans Vollmer","10","True","28171","13","True","False","False","0","Leipzig","DE","ger","Allgemeines Lexikon der bildenden Kunstler des 20. Jahrhunderts","2.0","1999.0","0.0","0.972972972972973","-0.16216216216216217","arts"
"NAP0238698","2.0","Sanudo, Marino","5","True","32624","17","True","False","False","0","Venezia","IT","ita","I diarii","1.0","1889.0","-0.3035714285714286","0.5","0.35119047619047616","history"
"NAP0414230","2.0","Molmenti, Pompeo","69","True","8063","12","True","False","False","0","Milano","IT","ita","Epistolari veneziani del secolo 18","1.0","1914.0","0.347972972972973","0.972972972972973","0.24324324324324326","history"
"NAP0487001","3.0","Sandra Moschini Marconi","4","True","19984","43","True","False","False","0","Roma","IT","ita","Gallerie dell'Accademia di Venezia : opere d'arte dei secoli 14. e 15","3.0","1955.0","-0.10689426382773382","0.6761565836298933","0.18281561010917424","arts"
"PA10025501","3.0","Giuseppe Maranini","1","True","14473","19","True","False","False","0","Firenze","IT","ita","1: La Costituzione  di Venezia : Dalle origini alla serrata del Maggior Consiglio","3.0","1974.0","0.09966405375139975","0.9680851063829787","-0.3177491601343785","history"
"PAL0072351","3.0","Hochmann, Michel","34","True","28202","10","True","True","True","187","Rome","IT","fre","Peintres et commanditaires à Venise, 1540-1628","3.0","1992.0","-0.125","0.5","0.53125","arts"
"PAR1141079","3.0","Dante Olivieri","5","True","27801","12","True","False","False","0","Venezia","IT","ita","Toponomastica veneta","2.0","1961.0","-0.025000000000000022","0.6","-0.3375","history"
"PBE0017635","3.0","","0","True","21550","29","True","False","False","0","Vicenza","IT","ita","Storia della cultura veneta","3.0","1976.0","0.05657805044308106","0.8343558282208589","-0.207157464212679","history"
"PUV0001945","3.0","Lane, Frederic Chapin","36","True","25366","18","True","False","False","0","Baltimore [etc.","US","eng","Money and banking in medieval and Renaissance Venice","3.0","","0.2845528455284553","0.9512195121951219","-0.20596205962059616","history"
"PUV0030320","3.0","Petrocchi, Massimo","36","True","34764","17","True","False","False","0","Venezia","IT","ita","Il tramonto della Repubblica di Venezia e l'assolutismo illuminato","3.0","1950.0","0.018542199488491007","0.9891304347826086","-0.4581202046035806","history"
"PUV0032905","2.0","Gradenigo, Pietro","28","True","18762","29","True","False","False","0","Venezia","IT","ita","Notizie d'arte tratte dai notatori e dagli annali del N. H. Pietro Gradenigo","1.0","1942.0","0.07266167336499818","0.84472049689441","-0.186381074168798","arts"
"PUV0033133","3.0","Aikema, Bernard","43","True","12436","31","True","True","True","138","Venezia","IT","ita","Nel regno dei poveri : arte e storia dei grandi ospedali veneziani in eta moderna","3.0","1989.0","-0.37054041848562397","0.3767123287671233","0.457850368809273","architecture"
"PUV0107797","2.0","Dandolo, Andrea","73","True","8795","11","True","False","False","0","Bologna","IT","lat","Rerum Italicarum scriptores : Raccolta degli storici italiani dal Cinquecento al Millecinquecento","2.0","1938.0","0.275","0.875","0.005833333333333357","history"
"PUV0168441","3.0","Martin, John Jeffries","16","True","3738","11","True","False","False","0","Berkeley \etc","US","eng","Venice's hidden enemies : Italian heretics in a Renaissance city","3.0","1993.0","0.052473763118440875","0.9655172413793104","0.05697151424287855","history"
"PUV0178832","3.0","Comune di Venezia, Assessorato alla cultura e belle arti","124","True","16219","17","True","True","True","242","Venezia","IT","ita","Venezia e la peste : 1348-1797","3.0","1979.0","0.24056603773584906","0.9905660377358491","-0.5584905660377358","history"
"PUV0182680","3.0","Ginsborg, Paul","93","True","21408","18","True","False","False","0","Milano","IT","ita","Daniele Manin e la rivoluzione veneziana del 1848-49","3.0","1978.0","0.05303030303030298","0.8863636363636364","-0.2880892255892256","history"
"PUV0184411","3.0","Rapp, Richard Tilden","18","True","24389","29","True","True","True","49","Cambridge, Mass","US","eng","Industry and economic decline in seventeenth-century Venice","3.0","1976.0","0.1612466124661246","0.9390243902439024","-0.5155374887082205","history"
"PUV0207085","3.0","Lombardini, Gabriele","31","True","11718","10","True","False","False","0","Venezia","IT","ita","Pane e denaro a Bassano : prezzi del grano e politica dell'approvvigionamento dei cereali tra il 1501 e il 1799","3.0","1963.0","0.045454545454545414","1.0","-0.07954545454545456","history"
"PUV0208370","3.0","Stella, Aldo","59","True","3854","29","True","False","False","0","Citta del Vaticano","VA","ita","Chiesa e stato nelle relazioni dei nunzi pontifici a Venezia : ricerche sul giurisdizionalismo veneziano dal 16. al 18. secolo","3.0","1964.0","0.3716058052434458","0.9895833333333334","-0.6464185393258427","history"
"PUV0214622","3.0","Beltrami, Daniele","55","True","29865","32","True","False","False","0","Venezia","IT","ita","Forze di lavoro e proprieta fondiaria nelle campagne venete dei secoli 17. e 18. : la penetrazione economica dei veneziani in terraferma","3.0","1961.0","0.32451872223397504","0.9969325153374233","-0.6143695790141739","history"
"PUV0218464","2.0","Marchesan, Angelo","31","True","12847","17","True","False","False","0","Treviso","IT","ita","Treviso medievale : istituzioni, usi, costumi, aneddoti, curiosita","3.0","1923.0","-0.09942716857610479","0.7659574468085106","0.0073649754500817455","history"
"PUV0228802","3.0","Aymard, Maurice","37","True","8992","28","True","True","True","16","Paris","FR","fre","Venise, Raguse et le commerce du blé pendant la seconde moitié du 16. siècle","3.0","1966.0","0.1428571428571429","1.0","-0.6726190476190477","history"
"PUV0267011","2.0","Battistella, Antonio","80","True","25191","22","True","False","False","0","Venezia","IT","ita","La repubblica di Venezia ne suoi undici secoli di storia","3.0","1921.0","0.5485347985347985","0.9523809523809523","-0.7844932844932846","history"
"PUV0267015","2.0","Ferro, Marco","28","True","2079","60","True","False","False","0","Venezia","IT","ita","Dizionario del diritto comune e veneto","2.0","","0.20038227901131123","0.9536290322580645","-0.4080220614638817","history"
"PUV0276136","2.0","Cecchetti, Bartolomeo","29","True","27532","40","True","False","False","0","Venezia","IT","ita","La Republica di Venezia e la corte di Roma nei rapporti della religione","3.0","","0.18945447606325883","0.9460916442048517","-0.3789745485771534","history"
"PUV0285690","3.0","Lilie, Ralph Johannes","7","True","4365","12","True","False","False","0","Amsterdam","NL","ger","Handel und Politik zwischen dem byzantinischen Reich und den italienischen Kommunen Venedig, Pisa und Genua in der Epoche der Komnenen und der Angeloi (1081-1204","3.0","1984.0","0.4117647058823529","1.0","-0.9477124183006536","history"
"PUV0290264","2.0","","20","True","2313","17","True","False","False","0","Padova","IT","ita","I prestiti della Repubblica di Venezia : sec. 13.-15","1.0","1929.0","0.41770186335403725","0.9891304347826086","-0.26619343389529726","history"
"PUV0318191","2.0","Biblioteca nazionale Marciana","31","True","2326","12","True","False","False","0","Venetiis","IT","ita","Bibliotheca manuscripta ad S. Marci venetiarum","2.0","","0.052473763118440875","0.9655172413793104","-0.22563718140929534","history"
"PUV0321764","3.0","Mallett, Michael","20","True","18158","25","True","True","True","78","Cambridge","GB","eng","The military organization of a renaissance state : Venice c. 1400 to 1617","3.0","1984.0","0.34890442263745125","0.9884393063583815","-0.3734372899583277","history"
"PUV0325549","2.0","Medin, Antonio","43","True","9227","27","True","False","False","0","Milano","IT","ita","La storia della Repubblica di Venezia nella poesia","3.0","1904.0","0.29097695553391756","0.9871794871794872","-0.3751758087201126","history"
"PUV0330123","2.0","Dolcetti, Giovanni","49","True","16103","14","True","False","False","0","Venezia","IT","ita","Le bische e il giuoco d'azzardo a Venezia : 1172-1807","3.0","1903.0","0.08214285714285707","0.9821428571428571","-0.42500000000000004","history"
"PUV0331151","3.0","a cura di Antonino Lombardo e Raimondo Morozzo della Rocca","32","True","9220","15","True","False","False","0","Venezia","IT","lat","Nuovi documenti del commercio veneto dei sec. 11.-13","1.0","1953.0","0.42307692307692313","1.0","-0.6153846153846154","history"
"PUV0337068","3.0","Mueller, Reinhold C","24","True","17138","19","True","True","True","146","Baltimore [etc.","US","eng","Money and banking in medieval and Renaissance Venice","3.0","1997.0","0.1572327044025157","0.9905660377358491","-0.452544311034877","history"
"PUV0344807","3.0","Rösch, Gerhard","78","True","33000","10","True","True","True","153","Roma","IT","ita","Venezia e l'Impero : 962-1250","3.0","1985.0","0.045454545454545414","1.0","-0.75","history"
"PUV0345386","3.0","Sella, Domenico","37","True","15521","44","True","False","False","0","Venezia","IT","ita","Commerci e industrie a Venezia nel secolo 17","3.0","1961.0","-0.001218494031635764","0.9548254620123203","-0.23654128212649772","history"
"PUV0395256","2.0","Maranini, Giuseppe","55","True","30761","37","True","False","False","0","Venezia","IT","ita","La Costituzione di Venezia dopo la serrata del Maggior Consiglio","3.0","1931.0","0.08455578840414046","0.9696132596685083","-0.33816494147033294","history"
"PUV0403338","2.0","hrsg. von Wilhelm Bode, Georg Gronau, Detlev Frhr. v. Hadeln","5","True","21573","13","True","False","False","0","Berlin","DE","ger","Archivalische Beitrage zur Geschichte der venezianischen Kunst aus dem Nachlass Gustav Ludwigs","3.0","1911.0","-0.15555555555555556","0.7777777777777778","0.03888888888888886","arts"
"PUV0415104","2.0","Piva, Vittorio","14","True","36632","18","True","False","False","0","S.l","IT","ita","Il patriarcato di Venezia e le sue origini. Libro 1","3.0","1938.0","-0.09716599190283404","0.6923076923076923","0.5588731443994601","architecture"
"PUV0415178","3.0","Piva, Vittorio","18","True","12297","15","True","False","False","0","Venezia","IT","ita","Il patriarcato di Venezia e le sue origini. Libro 2","3.0","1960.0","-0.43243243243243246","0.5675675675675675","0.5782595782595783","architecture"
"PUV0452950","3.0","Mackenney, Richard","8","True","12953","26","True","True","True","179","London","GB","eng","Tradesmen and traders : the world of the guilds in Venice and Europe","3.0","1987.0","0.418905183679396","0.9859154929577465","-0.8211848410047916","history"
"PUV0481035","2.0","Kretschmayr, Heinrich","21","True","26327","50","True","False","False","0","Gotha","DE","ger","Geschichte von Venedig","3.0","","0.17715016361340863","0.973718791064389","-0.28860696709695705","history"
"PUV0494299","2.0","Heynen, Reinhard","6","True","17134","10","True","False","False","0","Stuttgart","DE","ger","Zur Entstehung des Kapitalismus in Venedig","3.0","1905.0","0.0625","1.0","-0.4375","history"
"PUV0508478","2.0","Venezia","43","True","34338","30","True","False","False","0","Bologna","IT","ita","Deliberazioni del Maggior Consiglio di Venezia","1.0","1931.0","0.1071323601449986","0.9915254237288136","-0.5907955324777113","history"
"PUV0512165","2.0","Luzzatti, Luigi","1","True","4317","40","True","False","False","0","Venezia","IT","ita","R. commissione per la pubblicazione dei documenti finanziari della Repubblica di Venezia a. 2. : bilanci generali","1.0","1912.0","0.1492273519787909","0.998220640569395","-0.5266008263870644","history"
"PUV0514791","3.0","a cura di Terisio Pignatti","52","True","21869","13","True","False","False","0","Venezia","IT","ita","Disegni veneti del Settecento nel Museo Correr di Venezia : catalogo della mostra","2.0","1964.0","0.39676113360323895","0.9230769230769231","-0.6842105263157894","arts"
"PUV0526437","2.0","Enrico Besta","17","True","26528","12","True","False","False","0","Venezia","IT","ita","Il senato veneziano : origine, costituzione, attribuzioni e riti","3.0","1899.0","0.0","1.0","-0.19047619047619047","history"
"PUV0552508","3.0","Musatti, Eugenio","10","True","14572","11","True","False","False","0","Venezia","IT","ita","Storia di Venezia","3.0","1973.0","-0.16507177033492826","0.7894736842105263","0.24282296650717694","history"
"PUV0554853","3.0","edited by John Martin and Dennis Romano","21","True","18086","21","True","False","False","0","Baltimore  etc","US","eng","Venice reconsidered : the history and civilization of an Italian city-state, 1297-1797","3.0","2000.0","0.259576901086335","0.7878787878787878","-0.25738517247951204","history"
"PUV0612151","2.0","Smith, Logan Pearsall","2","True","18791","18","True","False","False","0","Oxford","GB","eng","The life and letters of sir Henry Wotton","3.0","1907.0","0.5706751054852321","0.9873417721518988","-0.7821729957805907","history"
"PUV0734679","2.0","Cicogna, Emmanuele Antonio","23","True","33721","139","True","False","False","0","Venezia","IT","ita","Delle inscrizioni veneziane","2.0","1824.0","-0.13256786773630913","0.709878466812091","0.16128128399508213","history"
"PUV0774506","2.0","Della Valentina, Sante","4","True","30506","11","True","False","False","0","Venezia","IT","ita","Degli edifizi consacrati al culto divino in Venezia o distrutti o mutati d'uso nella prima metà del secolo 19. : note storiche","3.0","1852.0","0.3375","0.9375","-0.5249999999999999","architecture"
"PUV0803288","3.0","Queller, Donald E","7","True","4254","10","True","False","False","0","Philadelphia","US","eng","The Fourth Crusade : the conquest of Constantinople, 1201-1204","3.0","1977.0","0.13218390804597702","0.9655172413793104","-0.5296934865900383","history"
