id;bid;title;author;lb;year;consultation;indegree;outdegree;degree;core_type;core_age
2201;SIP0296084;Histoire du commerce du levant au Moyen age;Heyd, Wilhelm : von;False;1923;False;22;0;22;3;2
36857;VEA0053053;Saggio di storia dell'agricoltura nella Repubblica di Venezia durante l'eta moderna;Beltrami, Daniele;False;1955;False;22;0;22;3;3
3078;SBL0039328;Contributo allo studio dell'architettura civile veneziana dal 9. al 13. secolo : le Case-Fondaco sul Canal Grande;Scattolin, Giorgia;False;1961;False;22;0;22;3;3
36820;TO01206416;Voci dal dizionario biografico degli Italiani;Ginzburg, Carlo;False;1964;False;22;0;22;2;3
16068;RAV0053746;Jacopo Sansovino e l'architettura del '500 a Venezia;Tafuri, Manfredo;False;1972;False;22;0;22;3;3
33861;VEA0014374;Jacopo Sansovino : architecture and patronage in Renaissance Venice;Howard, Deborah;False;1975;False;22;0;22;3;3
18271;VEA0076395;The mosaics of San Marco in Venice;Demus, Otto;False;1984;False;22;0;22;3;3
16769;TO00066105;The Venetian patriciate : reality versus myth;Queller, Donald E;True;1986;True;22;0;22;3;3
30101;LO10024137;Storia e politica nei dipinti di Palazzo Ducale : aspetti dell'autocelebrazione della Repubblica di Venezia nel Cinquecento;Wolters, Wolfgang;True;1987;False;22;465;487;3;3
4712;CFI0126673;Reichtum und Macht im mittelalterlichen Venedig : die Familie Ziani;Fees, Irmgard;True;1988;True;22;121;143;3;3
9827;MOD0405679;L'idea dell'architettura universale;Scamozzi, Vincenzo;False;;False;22;0;22;3;2
25157;RMLE008054;"Forestiere illuminato intorno le cose piu' rare, e curiose, antiche, e moderne della citta' di Venezia, e dell'isole circonvicine; con la descrizione delle chiese, monisteri, ospedali, ... Opera adornata di molte bellissime vedute in rame delle fabbriche più cospicue di questa metropoli ...[Giambatista Albrizzi";Albrizzi, Giovanni Battista;False;1740;False;21;0;21;1;1
21793;VIAE002087;Itineraire de la ville de Venise et des iles circonvoisines par l'abbe Moschini;Moschini, Giannantonio;False;1819;False;21;0;21;2;2
1753;VEA0118519;Guida di Murano e delle celebri sue fornaci vetrarie : corredata di note storiche artistiche biografiche cronologiche ..;Zanetti, Vincenzo;False;1866;False;21;0;21;2;2
13840;SBL0712864;Documenti per servire alla storia della tipografia veneziana;raccolti dal prof. R. Fulin;False;1882;False;21;0;21;1;2
30122;MIL0346083;La vita dei veneziani nel 1300. Le vesti;Cecchetti, Bartolomeo;False;1886;False;21;0;21;3;2
26787;TO00572706;La costituzione di Venezia dalle origini alla serrata del maggior consiglio;Maranini, Giuseppe;False;1927;False;21;0;21;3;2
14189;LIA0036859;Storia della Marina veneziana da Lepanto ala caduta della repubblica;Nani Mocenigo, Mario;False;1935;False;21;0;21;3;2
12791;SBL0185474;Naufrages, corsaires et assurances maritimes à Venise, 1592-1609;Tenenti, Alberto;False;1959;False;21;0;21;3;3
6135;SBL0185472;Cristoforo da Canal : la marine vénitienne avant Lépante;Tenenti, Alberto;False;1962;False;21;0;21;3;3
18359;VEA0158720;Il Tesoro di San Marco e la sua storia;Gallo, Rodolfo;True;1967;False;21;128;149;3;3
9044;SBL0194123;The Arco Foscari : the building of a triumphal gateway in the fifteenth century Venice;Pincus, Debra;False;1976;False;21;0;21;3;3
3004;VEA0022345;I Dogi di Venezia nella vita pubblica e privata;Da Mosto, Andrea;False;1977;False;21;0;21;3;3
20744;RAV0173007;Arti e mestieri a Venezia nel Medioevo e nel Rinascimento;Brunello, Franco;True;1981;True;21;154;175;3;3
289;CFI0016927;Stato, società e giustizia nella Repubblica veneta, sec. 15.-18;a cura di Gaetano Cozzi;False;1981;False;21;0;21;3;3
18086;PUV0554853;Venice reconsidered : the history and civilization of an Italian city-state, 1297-1797;edited by John Martin and Dennis Romano;False;2000;False;21;0;21;3;3
19306;VEA0093404;Tutte le cose notabili e belle che sono in Venetia : dialogo di M. Anselmo Guisconi, 1556;Guisconi, Anselmo;False;1861;False;20;0;20;1;2
34522;VIA0007637;I libri commemoriali della Repubblica di Venezia : regesti;Venezia;False;1876;False;20;0;20;1;2
34218;CUB0569528;Del sito di Venezia città : 1502;Sabellico, Marco Antonio;False;1957;False;20;0;20;3;3
83;SBL0504431;Il doge Leonardo Donà : la sua vita e la sua preparazione politica prima del dogado;Seneca, Federico;False;1959;False;20;0;20;3;3
10641;SBL0280288;La pittura veneziana nel Settecento;Martini, Egidio;False;1964;False;20;0;20;3;3
2417;RAV0092065;Industria e commercio della Repubblica veneta nel 18. secolo;Caizzi, Bruno;False;1965;False;20;0;20;3;3
30911;SBL0356619;Venezia vista dall'acqua : guida dei rii di Venezia e delle isole;Piamonte, Giannina;False;1968;False;20;0;20;3;3
5524;SBL0356745;La cronachistica veneziana, secoli 13.-16., di fronte alla spartizione della Romania nel 1204;Carile, Antonio;False;1969;False;20;0;20;3;3
15452;SBL0670172;Venice and Amsterdam : a study of seventeenth-century élites;Burke, Peter;True;1974;False;20;0;20;3;3
22466;VEA0053064;Politics in Renaissance Venice;Finlay, Robert;False;1980;False;20;0;20;3;3
17787;VEA0053602;Der Bilderschmuck des Dogenpalastes : Untersuchungen zur Selbstdarstellung der Republik Venedig im 16. Jahrhundert;Wolters, Wolfgang;False;1983;False;20;0;20;3;3
15046;BVE0002087;Piety and patronage in Renaissance Venice : Bellini, Titian and the Franciscans;Goffen, Rona;True;1986;False;20;130;150;3;3
3258;RAV0039334;Byzantium and Venice : a study in diplomatic and cultural relations;Nicol, Donald M;True;1988;True;20;161;181;3;3
23831;CFI0199032;Venezia Ottocento : l'architettura, l'urbanistica;Romanelli, Giandomenico;True;1988;False;20;170;190;3;3
17774;UM10040637;Le fabbriche e i monumenti cospicui di Venezia;Cicognara, Leopoldo;False;;False;20;0;20;3;2
22853;RMLE008089;Guida per l'isola di Murano descritta da Giannantonio Moschini C.R.S;Moschini, Giannantonio;False;1808;False;19;0;19;2;2
4217;RML0063407;Storia della promissione ducale;Musatti, Eugenio;False;1888;False;19;0;19;3;2
7222;CUB0558215;Storia documentata di Venezia;Romanin, Samuele;False;1912;False;19;0;19;3;2
19234;TO00562026;Andrea Barbarigo : merchant of Venice;Lane, Frederic Chapin;False;1944;False;19;0;19;3;2
12277;UFI0262573;Nouvelles et speculations a Venise au debut du 16. siecle;Sardella, Pierre;False;1948;False;19;0;19;3;2
12344;LO10097426;L'edilizia gotica veneziana;Maretto, Paolo;False;1960;False;19;0;19;3;3
17820;SBL0254799;Venezia e il suo estuario : guida storico-artistica;Lorenzetti, Giulio;False;1963;False;19;0;19;2;3
36766;LO10780644;Storia della pittura veneziana;Pallucchini, Rodolfo;True;1964;False;19;122;141;3;3
4220;SBL0420289;La scultura veneta del Seicento e del Settecento;Semenzato, Camillo;False;1966;False;19;0;19;3;3
19786;VEA0042512;Ricerche storiche sulla posizione giuridica ed ecclesiastica dei Greci a Venezia nei secoli 15. e 16;Fedalto, Giorgio;False;1967;False;19;0;19;3;3
14473;PA10025501;1: La Costituzione  di Venezia : Dalle origini alla serrata del Maggior Consiglio;Giuseppe Maranini;False;1974;False;19;0;19;3;3
26226;VEA0021722;The Papacy and the Levant (1204-1571;Setton, Kenneth M;False;1976;False;19;0;19;3;3
33940;FER0020279;Mauro Codussi;Olivato, Loredana;False;1977;False;19;0;19;3;3
30551;SBL0288005;L'ordinamento giuridico veneziano : lezioni di storia del diritto veneziano con una nota bibliografica;Zordan, Giorgio;True;1980;True;19;0;19;3;3
26979;BVE0285935;Venezia : cultura e società, 1470-1790;Logan, Oliver;False;1980;False;19;0;19;3;3
29202;CFI0002093;L'arsenale di Venezia : storia di una grande struttura urbana;Bellavitis, Giorgio;True;1983;True;19;80;99;3;3
31795;LO10063130;La macchina territoriale : la progettazione della difesa nel Cinquecento veneto;Concina, Ennio;False;1983;False;19;0;19;3;3
25702;LO10261764;L'Austria a Venezia : società e istituzioni nella prima dominazione austriaca, 1798-1806;Gottardi, Michele;False;1993;False;19;0;19;3;3
17138;PUV0337068;Money and banking in medieval and Renaissance Venice;Mueller, Reinhold C;True;1997;True;19;146;165;3;3
3364;VIAE000357;"I Quattro libri dell'architettura di Andrea Palladio. Ne' quali dopo un breue trattato de' cinque ordini, & di quelli auertimenti, che sono piu necessarij nell fabricare; si tratta delle case priuate, delle vie, de i ponti, delle piazze, de i xisti, et de' tempij";Palladio, Andrea;False;1570;False;18;0;18;1;1
15885;RLZE031915;Degl'istorici delle cose veneziane, i quali hanno scritto per pubblico decreto ..;Morosini, Andrea;False;1720;False;18;0;18;1;1
28178;PUVE009028;Della legislazione veneziana sulla preservazione della laguna dissertazione storico-filosofico-critica del sig. abate Cristoforo Tentori;Tentori, Cristoforo;False;1792;False;18;0;18;3;1
11978;RMSE002124;Le fabbriche piu cospicue di Venezia misurate, illustrate, ed intagliate dai membri della veneta reale accademia di belle arti, volume primo <-secondo;;False;1815;False;18;0;18;3;2
3261;MODE028561;Le chiese di Venezia descritte ed illustrate da Giambattista Soravia. Vol. 1 .[-3;Soravia, Giovanni Battista;False;1822;False;18;0;18;3;2
9324;VIA0122949;Storia della pittura veneziana;Zanotto, Francesco;False;1837;False;18;0;18;3;2
19622;UBO1422179;Guida di Venezia e delle isole circonvicine;Selvatico, Pietro;False;1852;False;18;0;18;2;2
5512;TO01344584;Leggi e memorie venete sulla prostituzione fino alla caduta della Repubblica;Venezia;False;1870;False;18;0;18;1;2
23408;VEA0129757;Guida artistica e storica di Venezia e delle isole circonvicine;Selvatico, Pietro;False;1881;False;18;0;18;2;2
30920;VEA0054297;I campanili di Venezia : notizie storiche;Levi, Cesare Augusto;False;1890;False;18;0;18;3;2
18791;PUV0612151;The life and letters of sir Henry Wotton;Smith, Logan Pearsall;False;1907;False;18;0;18;3;2
13832;LO10424811;Origine delle feste veneziane;Renier Michiel, Giustina;False;1916;False;18;0;18;3;2
10079;UBO1611390;Venezianische bildhauer der Renaissance;Planiscig, Leo;False;1921;False;18;0;18;3;2
29063;RAV0125841;Tipografi, editori, librai a Venezia nel secolo 16;Pastorello, Ester;False;1924;False;18;0;18;3;2
36632;PUV0415104;Il patriarcato di Venezia e le sue origini. Libro 1;Piva, Vittorio;False;1938;False;18;0;18;3;2
24749;UBO1480961;The drawings of the Venetian painters in the 15th and 16th centuries;Tietze, Hans;False;1944;False;18;0;18;3;2
36030;SBL0484841;Il vetro di Murano dalle origini ad oggi;Gasparetto, Astone;True;1958;False;18;121;139;3;3
28758;SBL0251652;I dogi di Venezia nella vita pubblica e privata;Da Mosto, Andrea;False;1960;False;18;0;18;3;3
6504;SBL0073509;I Dogi di Venezia nella vita pubblica e privata;Da Mosto, Andrea;False;1966;False;18;0;18;3;3
5877;SBL0374986;Piazza San Marco : l'architettura, la storia, le funzioni;Giuseppe Samonà ... [et al.;False;1970;False;18;0;18;3;3
21997;FER0020304;Veronese;Paolo : Veronese;False;1976;False;18;0;18;3;3
4535;SBL0149690;Venezia : centro di mediazione tra oriente e occidente (secoli 15.-16;Convegno internazionale di storia della civiltà veneziana;False;1977;False;18;0;18;3;3
21408;PUV0182680;Daniele Manin e la rivoluzione veneziana del 1848-49;Ginsborg, Paul;False;1978;False;18;0;18;3;3
36947;RAV0050980;Catalogo della pinacoteca della Fondazione scientifica Querini Stampalia;Fondazione scientifica Querini Stampalia;True;1979;False;18;138;156;2;3
33068;VEA0053396;Gli abiti de veneziani di quasi ogni eta con diligenza raccolti e dipinti nel secolo 18;Grevembroch, Giovanni;False;1981;False;18;0;18;3;3
27382;VIA0034501;Venezia nell'Ottocento : immagini e mito;a cura di Giuseppe Pavanello, Giandomenico Romanelli;True;1983;False;18;305;323;3;3
6968;VEA0052564;Le Venezie possibili : da Palladio a Le Corbusier;a cura di Lionello Puppi, Giandomenico Romanelli;True;1985;False;18;119;137;3;3
3573;VEA0082126;Venedig: die Kunst der Renaissance : Architektur, Skulptur, Malerei, 1460-1590;Huse, Norbert;True;1986;False;18;334;352;3;3
35763;MIL0200799;Una Chiesa di frontiera : le istituzioni ecclesiastiche veneziane nei secoli 6.-12;Rando, Daniela;True;1994;False;18;99;117;3;3
25366;PUV0001945;Money and banking in medieval and Renaissance Venice;Lane, Frederic Chapin;False;;False;18;0;18;3;3
14206;CFI0226576;Civiltà di Venezia;Perocco, Guido;False;;False;18;0;18;3;3
31636;MUS0043932;LA PIAZZA UNIVERSALE DI TUTTE LE PROFESSIONI DEL MONDO;Tomaso  Dabagnacavallo Garzoni;False;1626;False;17;0;17;1;1
22700;VEA1007566;Le fabriche, e vedute di Venetia disegnate, poste in prospettiva, et intagliate da Luca Carlevariis con privilegii;Carlevarijs, Luca;False;1703;False;17;0;17;1;1
2562;TO0E005767;Della letteratura veneziana libri otto di Marco Foscarini ... Volume primo;Foscarini, Marco;False;1752;False;17;0;17;1;1
11342;VEAE121247;Osservazioni storico-critiche sulle memorie venete antiche, profane ed ecclesiastiche del signor ab. Giambattista Gallicciolli e difesa del clero veneziano contro le di lui insussistenti censure;Gallicciolli, Giambattista;False;1796;False;17;0;17;3;1
24067;VEAE001161;Guida per l'Arsenale di Venezia;Casoni, Giovanni;False;1829;False;17;0;17;2;2
12853;RAV0151276;Biografia degli italiani illustri nelle scienze, lettere ed arti del secolo 18., e de' contemporanei;compilata da letterati italiani di ogni provincia e pubblicata per cura del professore Emilio De Tipaldo;False;1834;False;17;0;17;2;2
28479;VEA1015602;Histoire de la république de Venise;Galibert, M. Leon;False;1850;False;17;0;17;3;2
26473;RML0059683;Il fondaco dei Turchi in Venezia : studi storici e artistici;Sagredo, Agostino;False;1860;False;17;0;17;3;2
13042;RML0010966;Codice diplomatico padovano : dal secolo sesto a tutto l'undecimo;Padova;False;1877;False;17;0;17;1;2
35374;RML0057001;Notizia d'opere di disegno;pubblicata e illustrata da D. Jacopo Morelli;False;1884;False;17;0;17;3;2
32624;NAP0238698;I diarii;Sanudo, Marino;False;1889;False;17;0;17;1;2
30946;CUB0244796;Documenti per servire alla storia della scuola nautica in Venezia;raccolti dal dott. Giuseppe Bettanini;False;1894;False;17;0;17;1;2
24535;VEA0077116;Elenco degli edifici monumentali e dei frammenti storici ed artistici della citta di Venezia;a cura del! Comune di Venezia;False;1905;False;17;0;17;2;2
12847;PUV0218464;Treviso medievale : istituzioni, usi, costumi, aneddoti, curiosita;Marchesan, Angelo;False;1923;False;17;0;17;3;2
2313;PUV0290264;I prestiti della Repubblica di Venezia : sec. 13.-15;;False;1929;False;17;0;17;1;2
34764;PUV0030320;Il tramonto della Repubblica di Venezia e l'assolutismo illuminato;Petrocchi, Massimo;False;1950;False;17;0;17;3;3
1044;VEA0052369;Nuova guida di Venezia e delle sue isole;Muraro, Michelangelo;False;1953;False;17;0;17;2;3
27510;VIA0041175;I pittori veneti del Settecento;Donzelli, Carlo;False;1957;False;17;0;17;3;3
1968;SBL0492093;Cronica de la guerra da veniciani a zenovesi;Chinazzo, Daniele;False;1958;False;17;0;17;1;3
23929;UMC0042800;Le deliberazioni del Consiglio dei Rogati, Senato : Serie Mixtorum;Venezia : Senato;False;1960;False;17;0;17;1;3
27739;RLZ0179618;Venezia e i corsari 1580-1615;Tenenti, Alberto;False;1961;False;17;0;17;3;3
8404;VEA1049507;Venezia ducale : 1;Cessi, Roberto;False;1963;False;17;0;17;3;3
37405;MIL0189047;La Méditerranée et le monde méditerranéen a l'époque de Philippe 2;Braudel, Fernand;False;1966;False;17;0;17;3;3
8228;UMC0381454;Rich and poor in Renaissance Venice : the social institutions of a catholic State, to 1620;Pullan, Brian;False;1971;False;17;0;17;3;3
954;FER0041789;Venezia nell'eta della controriforma;Benzoni, Gino;False;1973;False;17;0;17;3;3
19053;SBL0050469;Niccolò di Giovanni Fiorentino and Venetian sculpture of the early Renaissance;Schulz, Anne Markham;False;1978;False;17;0;17;3;3
16219;PUV0178832;Venezia e la peste : 1348-1797;Comune di Venezia, Assessorato alla cultura e belle arti;True;1979;False;17;242;259;3;3
2750;NAP0161883;The Pope, his banker and Venice;Gilbert, Felix;True;1980;False;17;0;17;3;3
9845;VEA0003638;Mercanti, navi, monete nel Cinquecento veneziano;Tucci, Ugo;False;1981;False;17;0;17;3;3
33171;CFI0084248;The boundaries of eros : sex crime and sexuality in Renaissance Venice;Ruggiero, Guido;True;1985;False;17;38;55;3;3
10409;CFI0015451;Canaletto : una Venezia immaginaria;Corboz, André;False;1985;False;17;0;17;3;3
14606;CFI0028765;Venezia e la terraferma dopo la guerra di Cambrai : fiscalità e amministrazione 1515-1530;Del Torre, Giuseppe;False;1986;False;17;0;17;3;3
24907;CFI0207527;L'editoria veneziana nel '700;Infelise, Mario;False;1989;False;17;0;17;3;3
13112;NAP0152734;Studi veneti : offerti a Gaetano Cozzi;;False;1992;False;17;0;17;3;3
13685;MIL0191176;I servizi segreti di Venezia;Preto, Paolo;False;1994;False;17;0;17;3;3
14868;VEA0074913;L'acquisto della tradizione : tradizione aristocratica e nuova nobilta a Venezia (sec. 17.-18;Sabbadini, Roberto;False;1995;False;17;0;17;3;3
30549;MIL0512166;Identité, mariage, mobilité sociale : citoyennes et citoyens à Venise au 16. siècle;Bellavitis, Anna;True;2001;True;17;143;160;3;3
30277;VIA0304574;Storia di Venezia;Lane, Ferdinand C;False;2015;False;17;0;17;3;3
31330;SBL0653861;Marchands flamands à Venise;Brulez, Wilfrid;False;;False;17;0;17;3;3
19080;VEAE006347;Cronica veneta, ouero Succinto racconto di tutte le cose piu cospicue, & antiche della citta di Venetia ... Di D. Pietro Antonio Pacifico prete veneto, pieuano di Santa Maria di Ceruarese;Pacifico, Pietro Antonio;False;1697;False;16;0;16;1;1
10257;LO1E003656;Ragguaglio delle cose notabili nella chiesa e nel seminario patriarcale di Santa Maria della Salute in Venezia;Moschini, Giannantonio;False;1819;False;16;0;16;3;2
25907;LO1E000106;Raccolta di lettere sulla pittura, scultura ed architettura scritte da' piu celebri personaggi dei secoli 15., 16., e 17;"pubblicata da Giovanni Bottari ; e continuata fino ai nostri giorni da Stefano Ticozzi";False;1822;False;16;0;16;1;2
30087;RAV0237416;Annali delle province venete dall'anno 1801 al 1840;Mutinelli, Fabio;False;1843;False;16;0;16;1;2
16483;SBL0472418;Lettere storiche di Luigi Da Porto vicentino dall'anno 1509 al 1528;Da Porto, Luigi;False;1857;False;16;0;16;1;2
32547;VEA0115508;Storia e statistica delle industrie venete e accenni al loro avvenire;Errera, Alberto;False;1870;False;16;0;16;3;2
33377;CUB0655227;Le vite de' più eccellenti pittori, scultori ed architettori;Vasari, Giorgio;False;1885;False;16;0;16;1;2
35748;MIL0440600;Die Entstehung der Vorherrschaft Venedigs an der Adria mit Beitragen zur Verfassungsgeschichte;Lenel, Walter;False;1897;False;16;0;16;3;2
22998;VEA0071870;Il diritto e le leggi civili di Venezia fino al dogado di Enrico Dandolo;Besta, Enrico;False;1900;False;16;0;16;3;2
10493;NAP0128087;Italian pictures of the Renaissance : a list of the principal artists and their works with an index of places;Berenson, Bernard;False;1932;False;16;0;16;3;2
21526;LO10512321;Les messageries maritimes de Venise aux 14. et 15. siècles;Sottas, Jules;False;1938;False;16;0;16;3;2
32642;IEI0034257;Politica ed economia di Venezia nel Trecento : saggi;Cessi, Roberto;False;1952;False;16;0;16;3;3
131;SBL0637246;Lettres d'un marchand venitien, Andrea Berengo : 1553-1556;Berengo, Andrea;False;1957;False;16;0;16;1;3
22446;SBL0127162;Greek scholars in Venice : studies in the dissemination of Greek learning from Byzantium to Western Europe;Geanakoplos, Deno John;False;1962;False;16;0;16;3;3
23176;SBL0699847;The paintings of Titian;Tiziano;False;1966;False;16;0;16;3;3
30716;VIA0041173;I pittori del Seicento veneto;Donzelli, Carlo;False;1967;False;16;0;16;3;3
37621;VEA0053033;Venetia citta nobilissima et singolare;Sansovino, Francesco;False;1968;False;16;0;16;1;3
5602;SBL0654784;Venise au temps des galères;Cet ouvrage a été élaboré par l'équipe de Réalités animée par G. D'Angelis;False;1968;False;16;0;16;3;3
32558;UMC0316124;Deliberazioni del Maggior Consiglio di Venezia;Venezia;False;1970;False;16;0;16;1;3
25180;IEI0029365;Le gallerie dell'Accademia di Venezia;Gallerie dell'Accademia;False;1970;False;16;0;16;2;3
5799;SBL0690333;Allgemeines Lexikon der bildenden Künstler von der Antike bis zur Gegenwart;Herausg. von Ulrich Thieme und Felix Becker;False;1970;False;16;0;16;2;3
17081;UFI0200444;Giorgio Massari : architetto veneziano del Settecento;Massari, Antonio;False;1971;False;16;0;16;3;3
2589;TO01553970;Il console Smith mercante e collezionista;Vivian, Frances;False;1971;False;16;0;16;3;3
22154;VEA0001307;Venezia e il suo estuario : guida storico-artistica;Lorenzetti, Giulio;False;1974;False;16;0;16;2;3
29472;MIL0216326;A Venetian family and its fortune, 1500-1900 : the Dona and the conservation of their wealth;Davis, James Cushman;True;1975;False;16;30;46;3;3
23313;SBL0047269;Merchants in crisis : Genoese and Venetian men of affairs and the fourteenth-century depression;Kedar, Benjamin Z;True;1976;False;16;0;16;3;3
8575;CFI0016171;Storia della cultura veneta;;False;1976;False;16;0;16;3;3
33090;VEA0058116;Venezia scomparsa;Zorzi, Alvise;False;1977;False;16;0;16;3;3
31822;SBL0150652;Venezia : nascita di una città;Bettini, Sergio;False;1978;False;16;0;16;3;3
1742;VEA0046729;The late baroque churches of Venice;Lewis, Douglas;False;1979;False;16;0;16;3;3
22854;SBL0328144;Venezia citta industriale : gli insediamenti produttivi del 19. secolo;;False;1980;False;16;0;16;3;3
22879;TO00106920;Monasteri benedettini nella laguna veneziana : catalogo di mostra;a cura di Gabriele Mazzucco;True;1983;False;16;126;142;3;3
4199;VEA0045941;Antonio Rizzo : sculptor and architect;Schulz, Anne Markham;False;1983;False;16;0;16;3;3
10894;CFI0197133;L'armeria del Palazzo ducale a Venezia;Palazzo ducale;False;1990;False;16;0;16;3;3
35012;CFI0288350;Memorie. Classe di scienze morali, lettere ed arti;Molà, Luca;True;1994;False;16;81;97;3;3
20331;PUV1069933;Memorie. Classe di scienze morali, lettere ed arti;Raines, Dorit;False;2006;False;16;0;16;3;3
31400;SBL0644581;Régestes des délibérations du Sénat de Venise concernant la Romanie;Thiriet, Freddy;False;;False;16;0;16;1;3
25698;SBL0604032;Memorie storiche della Chiesa vicentina;Mantese, Giovanni;False;;False;16;0;16;3;3
34956;BAS0152814;Il palazzo ducale di Venezia;Zanotto, Francesco;False;;False;16;0;16;3;2
15975;SBLE005612;Della laguna di Venezia;Trevisan, Bernardo;False;1718;False;15;0;15;1;1
7900;TO0E012564;Notizie istorico-critiche intorno la vita, e le opere degli scrittori viniziani. Raccolte, esaminate, e distese da f. Giovanni Degli Agostini ..;Degli Agostini, Giovanni;False;1752;False;15;0;15;3;1
30661;PUVE005994;Dell'origine di alcune arti principali appresso i viniziani libri due[Girolamo Zanetti;Zanetti, Girolamo Francesco;False;1758;False;15;0;15;3;1
34330;MODE017504;Della letteratura veneziana del secolo 18. fino a' nostri giorni opera di Giannantonio Moschini ... Tomo primo [-quarto;Moschini, Giannantonio;False;1808;False;15;0;15;3;2
16807;RMRE001927;Origine delle feste veneziane di Giustina Renier Michiel Volume primo [-sesto;Renier Michiel, Giustina;False;1829;False;15;0;15;3;2
506;TO01220238;Guida artistica e storica di Venezia e delle isole circonvicine;Selvatico, Pietro;False;1852;False;15;0;15;2;2
8614;RAV0334663;Le relazioni degli ambasciatori veneti al Senato;raccolte ed illustrate da Eugenio Alberi;False;1853;False;15;0;15;1;2
780;CAG0716652;Habiti antichi et moderni di tutto il mondo;Vecellio, Cesare;False;1860;False;15;0;15;1;2
31416;RML0021012;Codice diplomatico padovano : dall'anno 1101 alla pace di Costanza, (25 giugno 1183;Padova;False;1879;False;15;0;15;1;2
11984;CUB0124695;La Giudecca nella storia, nell'arte, nella vita;Bonfanti, Sicinio;False;1930;False;15;0;15;3;2
8067;VEA0092536;Affreschi esterni a Venezia;Foscari, Lodovico;False;1936;False;15;0;15;3;2
31332;NAP0141361;La Mediterranee et le monde mediterraneen a l'epoque de Philippe 2;Braudel, Fernand;False;1949;False;15;0;15;3;2
9220;PUV0331151;Nuovi documenti del commercio veneto dei sec. 11.-13;a cura di Antonino Lombardo e Raimondo Morozzo della Rocca;False;1953;False;15;0;15;1;3
12297;PUV0415178;Il patriarcato di Venezia e le sue origini. Libro 2;Piva, Vittorio;False;1960;False;15;0;15;3;3
36435;SBL0546872;Ss. Ilario e Benedetto e S. Gregorio;a cura di Luigi Lanfranchi e Bianca Strina;False;1965;False;15;0;15;3;3
8091;VIA0100680;Le chiese e i ponti di Andrea Palladio;Zorzi, Giangiorgio;False;1966;False;15;0;15;3;3
16857;CSA0006215;Storia dell'impero bizantino;Ostrogorsky, Georg;False;1968;False;15;0;15;3;3
6340;MIL0159467;De bene instituta re publica;Morosini, Domenico;False;1969;False;15;0;15;1;3
37616;NAP0109520;La miniatura veneta del Rinascimento : 1450-1500;Mariani Canova, Giordana;False;1969;False;15;0;15;3;3
36119;RMS0044598;Venice the hinge of Europe : 1081-1797;McNeill, William Hardy;False;1974;False;15;0;15;3;3
16972;VEA0051426;Rapporti e studi;Zuccolo, Giovanni;False;1975;False;15;0;15;3;3
12756;RAV0139043;Arte e musica all'Ospedaletto : schede d'archivio sull'attivita musicale degli ospedali dei derelitti e dei mendicanti di Venezia (sec. 16.-18;Istituzioni di Ricovero e di Educazione, Venezia;False;1978;False;15;0;15;2;3
32092;TO00320793;Les Toscans et leurs familles : une étude du catasto florentin de 1427;Herlihy, David;False;1978;False;15;0;15;3;3
34246;SBL0621842;I Dogi;a cura di Gino Benzoni;False;1982;False;15;0;15;2;3
7641;VEA0040667;Painting in Cinquecento Venice : Titian, Veronese, Tintoretto;Rosand, David;False;1982;False;15;0;15;3;3
7022;CFI0004105;La pittura del Settecento veneto;Martini, Egidio;False;1982;False;15;0;15;3;3
27406;CFI0004830;L'architettura veneziana del primo Rinascimento;McAndrew, John;True;1983;False;15;370;385;3;3
33365;FER0020205;Palma il Giovane : l'opera completa;Palma, Iacopo;False;1984;False;15;0;15;3;3
3307;CFI0030826;Codex publicorum (codice del Piovego;;False;1985;False;15;0;15;1;3
28927;MIL0102104;Shipbuilders of the Venetian arsenal : workers and workplace in the preindustrial city;Davis, Robert C;True;1991;True;15;0;15;3;3
34391;LO10094975;La moda a Venezia attraverso i secoli : lessico ragionato;Vitali, Achille;False;1992;False;15;0;15;2;3
296;VEAE006113;Il ritratto overo Le cose piu notabili di Venezia diviso in due parti. Nella prima si descrivono brevemente tutte le chiese della citta ... Nella seconda, si da breve relazione del governo della Repubblica, delli magistrati, delle fabriche publiche, e piu riguardeueli &c. Ampliato con la relazione delle fabriche publiche, e private, & altre cose piu notabili successe dall'anno 1682. fino al presente 1704. da D.L.G.S.V;Martinelli, Domenico;False;1705;False;14;0;14;1;1
27315;MOD0330569;Delle istituzioni di beneficenza nella città e provincia di Venezia : studii storico-economico-statistici;Bembo, Pier Luigi;True;1859;True;14;0;14;3;2
24665;BRI0024618;La dogaressa di Venezia;Molmenti, Pompeo;False;1884;False;14;0;14;3;2
21703;NAP0110964;L'architettura in Italia : dal secolo 6. al Mille circa;Cattaneo, Raffaele;False;1888;False;14;0;14;3;2
18179;VEA1009311;Venise ses arts décoratifs ses musées et ses collections;Molinier, Émile;False;1889;False;14;0;14;3;2
10057;BRI0025429;Notizie storiche di alcune antiche scuole d'arti e mestieri scomparse o esistenti ancora in Venezia;Levi, Cesare Augusto;False;1895;False;14;0;14;3;2
16103;PUV0330123;Le bische e il giuoco d'azzardo a Venezia : 1172-1807;Dolcetti, Giovanni;False;1903;False;14;0;14;3;2
35211;RML0080785;La Cà del Duca sul Canal Grande ed altre reminiscenze sforzesche in Venezia;Beltrami, Luca;False;1906;False;14;0;14;3;2
